"WO No.","Part Name","Part Drg No.","Req. Qty","Type","BOM Upload Dt","Design Eng","Approved By","Dwg Rls Dt"
"T1510","03-670-00-STOPPER PLATE","T1510-03-670-00-STOPPER PLATE","16","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-370-00-TOOL HOLDER RH","T1510-02-370-00-TOOL HOLDER RH","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-080-00-GUIDE ROD","T1510-09-080-00-GUIDE ROD","2","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-312-00-SPACER BUSH","T1510-04-312-00-SPACER BUSH","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-140-00-GUIDE ROD HOLDING PLATE","T1510-05-140-00-GUIDE ROD HOLDING PLATE","2","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-220-00-SUPPORT GUIDE PLATE","T1510-03-220-00-SUPPORT GUIDE PLATE","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-01C-00-X AXIS SLIDE","T1510-02-01C-00-X AXIS SLIDE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","12-049-00-SUCTION MAIN BOX","T1510-12-049-00-SUCTION MAIN BOX","2","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-480-00-BELT MOTOR PULLEY","T1510-04-480-00-BELT MOTOR PULLEY","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","02-190-00-TOOL HOLDER PIN","T1510-02-190-00-TOOL HOLDER PIN","8","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-550-00-STACK CUTTING SUCTION PIPE-RH","T1510-02-550-00-STACK CUTTING SUCTION PIPE-RH","1","","21-03-2022","Dayanand","PPRAJ","2022-03-21"
"T1510","04-170-BACK ROLLER ARM","T1510-04-170-BACK ROLLER ARM","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-640-00-PROFILE MTG PLATE","T1510-03-640-00-PROFILE MTG PLATE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-330-L PLATE LIMIT SWITCH ASSY OF","T1510-02-330-L PLATE LIMIT SWITCH ASSY OF","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-050-00-BOTTOM PLATE","T1510-09-050-00-BOTTOM PLATE","2","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","01-070-00-PNEUMATIC PLATE","T1510-01-070-00-PNEUMATIC PLATE","1","","17-03-2022","Dayanand","PPRAJ","2022-03-17"
"T1510","04-300-BELT DRIVE SENSOR PLT","T1510-04-300-BELT DRIVE SENSOR PLT","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-110-00-BEARING RETAINER PLATE","T1510-05-110-00-BEARING RETAINER PLATE","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-186-00-LH RNT FIXED FRAME","T1510-03-186-00-LH RNT FIXED FRAME","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-701-00-SPACER","T1510-02-701-00-SPACER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-110-X AXIS READER SW  MTG PROFILE","T1510-02-110-X AXIS READER SW  MTG PROFILE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-170-00-CYLINDER CONNECTING PLATE","T1510-09-170-00-CYLINDER CONNECTING PLATE","1","","12-04-2022","Dayanand","PPRAJ","2022-04-12"
"T1510","04-150-LEVER SIDE CLAMP","T1510-04-150-LEVER SIDE CLAMP","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-610-00-FIXED COUPLER","T1510-03-610-00-FIXED COUPLER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-220-00-COM TOOL BUTTING PLATE","T1510-02-220-00-COM TOOL BUTTING PLATE","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-020-00-UP & DOWN CYLINDER MTG PLATE","T1510-09-020-00-UP & DOWN CYLINDER MTG PLATE","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-270-00-BELT DOWN SNSR BKT","T1510-04-270-00-BELT DOWN SNSR BKT","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-080-00-BRUSH HOLDING SHAFT","T1510-05-080-00-BRUSH HOLDING SHAFT","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-180-00-CONVER V JOURNAL HSG","T1510-03-180-00-CONVER V JOURNAL HSG","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-520-00-LIMIT SWITCH SPACER PLT","T1510-02-520-00-LIMIT SWITCH SPACER PLT","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","12-020-00-HORIZONTAL ADJUSTABLE PLATE","T1510-12-020-00-HORIZONTAL ADJUSTABLE PLATE","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-460-00-RETAINER PLATE","T1510-04-460-00-RETAINER PLATE","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-530-00-VERTICAL PILLER","T1510-05-530-00-VERTICAL PILLER","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","04-111-00-HORIZONTAL MTG PLT","T1510-04-111-00-HORIZONTAL MTG PLT","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-570-00-LH RNT FIXED FRAME","T1510-03-570-00-LH RNT FIXED FRAME","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-240-TENSIONER ARM","T1510-04-240-TENSIONER ARM","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-050-00-GEAR BOX MTG SHEET","T1510-05-050-00-GEAR BOX MTG SHEET","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-170-00-V BLOCK -RH","T1510-03-170-00-V BLOCK -RH","4","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-460-00-SADDLE SLIDE  SHEET","T1510-02-460-00-SADDLE SLIDE  SHEET","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-150-00-SPRING","T1510-09-150-00-SPRING","2","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-410-00-BELT CYLINDER BUTTING RUBBER","T1510-04-410-00-BELT CYLINDER BUTTING RUBBER","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-230-00-CYLINDER MTG PLATE","T1510-05-230-00-CYLINDER MTG PLATE","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-070-00-BALL SCREW SPCR","T1510-02-070-00-BALL SCREW SPCR","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-090-CYL CONNECTING PLATE","T1510-04-090-CYL CONNECTING PLATE","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-510-00-V BLOCK HOLDER RH","T1510-03-510-00-V BLOCK HOLDER RH","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-200-00-TOOL HOLDER","T1510-02-200-00-TOOL HOLDER","2","","29-03-2022","Dayanand","PPRAJ","2022-03-29"
"T1510","04-211-ROLLER CAP INSIDE","T1510-04-211-ROLLER CAP INSIDE","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-60-00-STD GUIDE ROD","T1510-03-60-00-STD GUIDE ROD","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-410-00-SADDLE FACE SHEET RH","T1510-02-410-00-SADDLE FACE SHEET RH","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","06-300-00-SENSOR MTG PLATE","T1510-06-300-00-SENSOR MTG PLATE","2","","19-07-2022","Dayanand","PPRAJ","2022-07-19"
"T1510","09-120-00-RETAINER PLATE","T1510-09-120-00-RETAINER PLATE","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","06-030-00-L PLATE FOR MOUNTING","T1510-06-030-00-L PLATE FOR MOUNTING","12","","16-03-2022","Dayanand","PPRAJ","2022-03-16"
"T1510","04-350-00-ROLLER SPACER","T1510-04-350-00-ROLLER SPACER","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-200-00-BEARING MOUNTING PLATE","T1510-05-200-00-BEARING MOUNTING PLATE","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","10-020-00-SENSOR MTG PLATE","T1510-10-020-00-SENSOR MTG PLATE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-17C-00-SADDLE","T1510-02-17C-00-SADDLE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-190-00-CLAMPING PLATE","T1510-09-190-00-CLAMPING PLATE","1","","04-07-2022","Dayanand","PPRAJ","2022-07-04"
"T1510","13-030-00-GUIDE PLATE","T1510-13-030-00-GUIDE PLATE","2","","01-04-2022","Dayanand","PPRAJ","2022-04-01"
"T1510","01-A05-00-TUBE STRUCTURE BASE ASSY","T1510-01-A05-00-TUBE STRUCTURE BASE ASSY","0","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-650-00-QCT BUTTING SPACER","T1510-04-650-00-QCT BUTTING SPACER","3","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-300-00-ADJUSTABLE GUIDE ROD","T1510-03-300-00-ADJUSTABLE GUIDE ROD","4","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","11-050-00-HEIGHT CHECKING PLATE","T1510-11-050-00-HEIGHT CHECKING PLATE","2","","21-03-2022","Dayanand","PPRAJ","2022-03-21"
"T1510","04-190-SPACER","T1510-04-190-SPACER","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-680-00-MANDRAL","T1510-03-680-00-MANDRAL","3","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-380-00-STACK TOOL HOLDER POST","T1510-02-380-00-STACK TOOL HOLDER POST","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","06-260-00-GUIDE ROD MTG CLAMP","T1510-06-260-00-GUIDE ROD MTG CLAMP","2","","19-07-2022","Dayanand","PPRAJ","2022-07-19"
"T1510","09-090-00-SPACER PLATE","T1510-09-090-00-SPACER PLATE","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-320-00-SHAFT","T1510-04-320-00-SHAFT","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-150-00-GUIDE ROD","T1510-05-150-00-GUIDE ROD","2","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-252-00-COMP END STOPPER HOLDER","T1510-03-252-00-COMP END STOPPER HOLDER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-03C-R1-BEARING HSG","T1510-02-03C-R1-BEARING HSG","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-640-00-BEARING RETAINER","T1510-04-640-00-BEARING RETAINER","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","02-210-00-TOOL HOLDER CLAMP","T1510-02-210-00-TOOL HOLDER CLAMP","4","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","11-010-00-TOOL PRESETTER BASE","T1510-11-010-00-TOOL PRESETTER BASE","1","","21-03-2022","Dayanand","PPRAJ","2022-03-21"
"T1510","04-180-ROLLER SHAFT","T1510-04-180-ROLLER SHAFT","4","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-650-00-V BLOCK","T1510-03-650-00-V BLOCK","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-340-00-LM BLOCK GUIDE PLATE.","T1510-02-340-00-LM BLOCK GUIDE PLATE.","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-060-00-GRIPPER","T1510-09-060-00-GRIPPER","2","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","03-169-00-V BLOCK -RH","T1510-03-169-00-V BLOCK -RH","2","","17-03-2022","Dayanand","PPRAJ","2022-03-17"
"T1510","04-310-00-BEARING HSG","T1510-04-310-00-BEARING HSG","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-120-00-SPACER BLOCK","T1510-05-120-00-SPACER BLOCK","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-190-00-SPACER PLATE FOR V BLOCK HOLDER","T1510-03-190-00-SPACER PLATE FOR V BLOCK HOLDER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-704-00-NUT HSG SUPPORT BLK","T1510-02-704-00-NUT HSG SUPPORT BLK","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-010-TOP BRACKET WITH TWO GUIDE","T1510-04-010-TOP BRACKET WITH TWO GUIDE","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-010-00-VERTICAL PLATE","T1510-05-010-00-VERTICAL PLATE","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","02-130-00-Z AXIS READER SW MTG PROFILE","T1510-02-130-00-Z AXIS READER SW MTG PROFILE","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","04-160-00-CENTER SPACER","T1510-04-160-00-CENTER SPACER","2","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","03-620-00-CYLINDER COUPLER","T1510-03-620-00-CYLINDER COUPLER","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-310-LIMIT SWITCH BRKT-X AXIS","T1510-02-310-LIMIT SWITCH BRKT-X AXIS","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","09-030-00-L BRACKET","T1510-09-030-00-L BRACKET","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1510","04-280-00-HEIGHT BLOCK-RH","T1510-04-280-00-HEIGHT BLOCK-RH","1","","15-03-2022","Dayanand","PPRAJ","2022-03-15"
"T1510","05-090-00-DRIVE PULLEY","T1510-05-090-00-DRIVE PULLEY","1","","14-03-2022","Dayanand","PPRAJ","2022-03-14"
"T1510","03-181-00-ADJUSTABLE CONVER V JOURNAL HSG","T1510-03-181-00-ADJUSTABLE CONVER V JOURNAL HSG","1","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","02-560-00-STACK TOOL BUTTING PLATE","T1510-02-560-00-STACK TOOL BUTTING PLATE","2","","12-03-2022","Dayanand","PPRAJ","2022-03-12"
"T1510","12-030-00-SUCTION HOLDER PLATE","T1510-12-030-00-SUCTION HOLDER PLATE","1","","24-03-2022","Dayanand","PPRAJ","2022-03-24"
"T1525","09-020-00-PNUEMATIC MTG SHEET","T1525-09-020-00-PNUEMATIC MTG SHEET","1","","04-07-2022","Dayanand","PPRAJ","2022-07-04"
"T1525","02-124-00-BALL SCREW SPACER OUTER RING","T1525-02-124-00-BALL SCREW SPACER OUTER RING","4","","08-04-2022","Dayanand","PPRAJ","2022-04-08"
"T1525","02-100-00-SHAFT SPCR","T1525-02-100-00-SHAFT SPCR","8","","08-04-2022","Dayanand","PPRAJ","2022-04-08"
"T1525","02-110-00-MATCH PAIR BEARING RETAINER","T1525-02-110-00-MATCH PAIR BEARING RETAINER","4","","08-04-2022","Dayanand","PPRAJ","2022-04-08"
"T1525","02-123-00-BALL SCREW SPACER INNER RING","T1525-02-123-00-BALL SCREW SPACER INNER RING","4","","08-04-2022","Dayanand","PPRAJ","2022-04-08"
"T1531","03-060-00-PCD V BLOCK-RH","T1531-03-060-00-PCD V BLOCK-RH","2","","27-07-2022","Dayanand","PPRAJ","2022-07-27"
"T1531","03-051-00-PCD V BLOCK-LH","T1531-03-051-00-PCD V BLOCK-LH","2","","27-07-2022","Dayanand","PPRAJ","2022-07-27"
"T1536","10-393-00-GUAGE PLATE","T1536-10-393-00-GUAGE PLATE","10","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-320-LIMIT SWITCH MTG PLT Z AXIS","T1536-02-320-LIMIT SWITCH MTG PLT Z AXIS","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-100-00-BRUSH RETAINER BUSH","T1536-05-100-00-BRUSH RETAINER BUSH","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-290-00-SRING BUTTING SPACER","T1536-05-290-00-SRING BUTTING SPACER","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","10-290-00-COMPONENT HOLDER","T1536-10-290-00-COMPONENT HOLDER","6","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-280-00-BALL SCREW DUST COVER","T1536-02-280-00-BALL SCREW DUST COVER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","04-270-00-BELT DOWN SNSR BKT","T1536-04-270-00-BELT DOWN SNSR BKT","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-260-00-CAM ADJUSTABLE THREAD","T1536-05-260-00-CAM ADJUSTABLE THREAD","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","06-048-00-ADJUSTABLE SUCTIONN HOOD ASSY","T1536-06-048-00-ADJUSTABLE SUCTIONN HOOD ASSY","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-150-00-NUT HSG FOR X-AXIS","T1536-02-150-00-NUT HSG FOR X-AXIS","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","03-640-00-END STPR MTG PLATE","T1536-03-640-00-END STPR MTG PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-230-00-LM GUIDE MTG BLOCK","T1536-05-230-00-LM GUIDE MTG BLOCK","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-090-00-DRIVE PULLEY","T1536-05-090-00-DRIVE PULLEY","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-127-00-BACK COVER","T1536-02-127-00-BACK COVER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","03-051-00-PCD V BLOCK-LH","T1536-03-051-00-PCD V BLOCK-LH","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-200-00-CONNECTING PLATE","T1536-05-200-00-CONNECTING PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-590-00-TOOL BUTTING PLATE","T1536-02-590-00-TOOL BUTTING PLATE","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-150-00-TOP PLATE","T1536-05-150-00-TOP PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-050-00-GEAR BOX MTG SHEET","T1536-05-050-00-GEAR BOX MTG SHEET","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-110-00-MATCH PAIR BEARING RETAINER","T1536-02-110-00-MATCH PAIR BEARING RETAINER","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-350-00-X AXIS READER SW MTG PROFILE","T1536-02-350-00-X AXIS READER SW MTG PROFILE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-110-00-BEARING RETAINER PLATE","T1536-05-110-00-BEARING RETAINER PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-300-00-SPRING","T1536-05-300-00-SPRING","4","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","10-330-00-PROFILE MTG PLATE","T1536-10-330-00-PROFILE MTG PLATE","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-281-00-COVER MTG PLATE","T1536-02-281-00-COVER MTG PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","04-291-00-CYLINDER PU RUBBER","T1536-04-291-00-CYLINDER PU RUBBER","10","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-270-00-CAM DISC","T1536-05-270-00-CAM DISC","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","06-049-00-SUCTION MAIN BOX","T1536-06-049-00-SUCTION MAIN BOX","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-160-00-COUPLER COVER SHEET","T1536-02-160-00-COUPLER COVER SHEET","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","TESA T NUT","T1536-TESA T NUT","4","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-240-00-STD GUIDE ROD","T1536-05-240-00-STD GUIDE ROD","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","06-030-00-SUCTION HOLDER PLATE","T1536-06-030-00-SUCTION HOLDER PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-130-Z AXIS READER SW. MTG PROFILE","T1536-02-130-Z AXIS READER SW. MTG PROFILE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","03-060-00-PCD V BLOCK-RH","T1536-03-060-00-PCD V BLOCK-RH","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-330-00-L PLATE FOR LIMIT SWITCH","T1536-02-330-00-L PLATE FOR LIMIT SWITCH","2","","13-05-2022","Dayanand","PPRAJ","2022-05-13"
"T1536","05-210-00-CONNECTING THREAD","T1536-05-210-00-CONNECTING THREAD","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-123-00-BALL SCREW SPACER INNER RING","T1536-02-123-00-BALL SCREW SPACER INNER RING","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","10-380-00-ADJUSTABLE GUIDE ROD","T1536-10-380-00-ADJUSTABLE GUIDE ROD","4","","14-06-2022","Dayanand","PPRAJ","2022-06-14"
"T1536","02-600-00-MOTOR BRCKT SPACER","T1536-02-600-00-MOTOR BRCKT SPACER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-160-00-BRUSH MOTOR MTG PLATE","T1536-05-160-00-BRUSH MOTOR MTG PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-060-00-RUBBER ROLLER","T1536-05-060-00-RUBBER ROLLER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-380-00-BALL SCREW NUT HSG SPACER","T1536-02-380-00-BALL SCREW NUT HSG SPACER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-120-00-CONNECTING PLATE","T1536-05-120-00-CONNECTING PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-310-00-WASHER PLATE","T1536-05-310-00-WASHER PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","10-392-00-BUTTING PLATE","T1536-10-392-00-BUTTING PLATE","4","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-282-00-SLIDE COVER - RH","T1536-02-282-00-SLIDE COVER - RH","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","04-610-00-SPACER","T1536-04-610-00-SPACER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-280-00-GUIDE HOLDING PLATE LONGER","T1536-05-280-00-GUIDE HOLDING PLATE LONGER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","10-042-00-BEARING MOUNTING PLATE","T1536-10-042-00-BEARING MOUNTING PLATE","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-180-00-SPACER PLATE","T1536-02-180-00-SPACER PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","04-060-00-GUIDE ROD","T1536-04-060-00-GUIDE ROD","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-250-00-GUIDE ROD HOLDER","T1536-05-250-00-GUIDE ROD HOLDER","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","06-040-00-CLAMP PLATE","T1536-06-040-00-CLAMP PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-134-00-LIMIT SWITH MTG BLOCK","T1536-02-134-00-LIMIT SWITH MTG BLOCK","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","03-410-00-BUTTING CAP","T1536-03-410-00-BUTTING CAP","6","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-220-00-spacer","T1536-05-220-00-spacer","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-080-00-BRUSH HOLDING SHAFT","T1536-05-080-00-BRUSH HOLDING SHAFT","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-124-00-BALL SCREW SPACER OUTER RING","T1536-02-124-00-BALL SCREW SPACER OUTER RING","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-740-00-SLIDE STOPPER PLATE","T1536-02-740-00-SLIDE STOPPER PLATE","2","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-170-00-SLIDE GUIDE BUSH HOLDER","T1536-05-170-00-SLIDE GUIDE BUSH HOLDER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-390-00-SERVO MOTOR COVER","T1536-02-390-00-SERVO MOTOR COVER","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-140-00-LM BLOCK MTG PLATE","T1536-05-140-00-LM BLOCK MTG PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","05-020-00 -MOTOR MOUTING PLATE","T1536-05-020-00 -MOTOR MOUTING PLATE","1","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1536","02-100-00-SHAFT SPCR","T1536-02-100-00-SHAFT SPCR","4","","02-05-2022","Dayanand","PPRAJ","2022-05-02"
"T1543","05-110-00-BEARING RETAINER PLATE","T1543-05-110-00-BEARING RETAINER PLATE","1","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
"T1543","04-550-00-ARM GUIDE BUSH","T1543-04-550-00-ARM GUIDE BUSH","10","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
"T1543","09-020-00-PNUEMATIC MTG PLATE","T1543-09-020-00-PNUEMATIC MTG PLATE","5","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
"T1543","04-680-00-TENSIONER COUPLER PLATE","T1543-04-680-00-TENSIONER COUPLER PLATE","5","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
"T1543","02-310-00-MOTOR MTG BRACKET","T1543-02-310-00-MOTOR MTG BRACKET","10","","15-06-2022","Dayanand","PPRAJ","2022-06-15"
"T1543","10-370-00-FRONT BRUSHING ROLLER MTG SHEET","T1543-10-370-00-FRONT BRUSHING ROLLER MTG SHEET","2","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
"T1543","05-240-00-STD GUIDE ROD","T1543-05-240-00-STD GUIDE ROD","2","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
"T1543","04-280-00-DOOM NUT BUTTING BLOCK","T1543-04-280-00-DOOM NUT BUTTING BLOCK","5","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
"T1543","02-600-00-MOTOR BRCKT SPACER","T1543-02-600-00-MOTOR BRCKT SPACER","5","","15-06-2022","Dayanand","PPRAJ","2022-06-15"
"T1543","05-150-00-TOP PLATE","T1543-05-150-00-TOP PLATE","1","","24-06-2022","Dayanand","PPRAJ","2022-06-24"
